|      | 日期         | 城市   |   AQI |   PM2_5 |   PM10 |   SO2 |   NO2 |   CO |    O3 | 质量等级   |   月份 | 月份名称   |
|  566 | 2025-07-21 | 宁夏   |    73 |    46.5 |   96.8 |  11.8 |  25.3 | 0.81 | 109.4 | 良      |    7 | 7月     |
|  567 | 2025-07-22 | 宁夏   |    68 |    21.2 |   86.1 |  12.1 |  44   | 0.59 | 104.3 | 良      |    7 | 7月     |
|  568 | 2025-07-23 | 宁夏   |    80 |    34.6 |  108.6 |   6.5 |  35.5 | 0.7  | 136.2 | 良      |    7 | 7月     |
|  569 | 2025-07-24 | 宁夏   |    76 |    19.2 |  101.3 |  14.8 |  24.3 | 1.16 | 125.1 | 良      |    7 | 7月     |
|  570 | 2025-07-25 | 宁夏   |   101 |    40.8 |   79.6 |  15.1 |  25.2 | 0.87 | 161.2 | 轻度污染   |    7 | 7月     |
|  571 | 2025-07-26 | 宁夏   |    67 |    16.4 |   84.5 |  13.2 |  34.3 | 0.87 | 111.6 | 良      |    7 | 7月     |
|  572 | 2025-07-27 | 宁夏   |    69 |    50.5 |   49.5 |   7.2 |  31.5 | 0.64 | 105.3 | 良      |    7 | 7月     |
|  573 | 2025-07-28 | 宁夏   |    79 |    24.2 |   86.9 |  11.4 |  37.6 | 0.74 | 134.7 | 良      |    7 | 7月     |
|  574 | 2025-07-29 | 宁夏   |    57 |    18.9 |   64.4 |  16.2 |  26.9 | 1.2  |  97   | 良      |    7 | 7月     |
|  575 | 2025-07-30 | 宁夏   |    68 |    35.9 |   85.8 |  10.2 |  36.7 | 0.94 | 121.1 | 良      |    7 | 7月     |
|  576 | 2025-07-31 | 宁夏   |    83 |    61   |   77.7 |  15.5 |  16.3 | 0.77 | 118.8 | 良      |    7 | 7月     |
|  577 | 2025-08-01 | 宁夏   |    68 |    49.2 |   73.2 |  12.2 |  31.1 | 0.93 |  89.1 | 良      |    8 | 8月     |
|  578 | 2025-08-02 | 宁夏   |    82 |    17.7 |  114.8 |  14.3 |  28   | 0.9  | 137.1 | 良      |    8 | 8月     |
|  579 | 2025-08-03 | 宁夏   |    58 |    24.8 |   65.8 |  11   |  29.4 | 0.69 | 108.6 | 良      |    8 | 8月     |
|  580 | 2025-08-04 | 宁夏   |    61 |    36.4 |   72.4 |  12.5 |  32   | 0.78 | 106.8 | 良      |    8 | 8月     |
|  581 | 2025-08-05 | 宁夏   |    95 |    68.2 |   78   |  13.6 |  40.9 | 1.31 | 153.6 | 良      |    8 | 8月     |
|  582 | 2025-08-06 | 宁夏   |    66 |    30.2 |   82.6 |   9.1 |  25.1 | 0.94 |  77.9 | 良      |    8 | 8月     |
|  583 | 2025-08-07 | 宁夏   |    62 |    30.4 |   75   |  13.3 |  18   | 0.56 |  76.3 | 良      |    8 | 8月     |
|  584 | 2025-08-08 | 宁夏   |    81 |    60.1 |   85.6 |   4.4 |  26.3 | 0.98 | 117.8 | 良      |    8 | 8月     |
|  585 | 2025-08-09 | 宁夏   |    75 |    44.3 |   99.1 |  10.8 |  40.9 | 1.14 | 123.4 | 良      |    8 | 8月     |
|  586 | 2025-08-10 | 宁夏   |    78 |    54.7 |  106.8 |  14.3 |  22.4 | 0.7  |  95.4 | 良      |    8 | 8月     |
|  587 | 2025-08-11 | 宁夏   |    78 |    33.5 |  106.1 |  16.1 |  30.1 | 0.79 |  94.6 | 良      |    8 | 8月     |
|  588 | 2025-08-12 | 宁夏   |    58 |    41.2 |   55.8 |  14.2 |  40.2 | 1.18 | 109.2 | 良      |    8 | 8月     |
|  589 | 2025-08-13 | 宁夏   |    79 |    58.3 |  101.8 |   8.7 |  34.1 | 0.9  |  54.4 | 良      |    8 | 8月     |
|  590 | 2025-08-14 | 宁夏   |    77 |    41   |  103.3 |  16   |  42.6 | 0.87 | 115.9 | 良      |    8 | 8月     |
|  591 | 2025-08-15 | 宁夏   |    77 |    56.3 |   81.5 |   9.5 |  20.6 | 0.63 |  91.3 | 良      |    8 | 8月     |
|  592 | 2025-08-16 | 宁夏   |    89 |    47.7 |  128.4 |  14.8 |  32.8 | 1.12 | 107.8 | 良      |    8 | 8月     |
|  593 | 2025-08-17 | 宁夏   |    84 |    30.7 |  117   |   9.7 |  44.6 | 0.87 |  95.7 | 良      |    8 | 8月     |
|  594 | 2025-08-18 | 宁夏   |    71 |    43.1 |   91.9 |  10.8 |  27.5 | 0.48 | 117.9 | 良      |    8 | 8月     |
|  595 | 2025-08-19 | 宁夏   |    75 |    55.2 |   83.9 |  10.3 |  42.8 | 0.6  |  75.6 | 良      |    8 | 8月     |
|  596 | 2025-08-20 | 宁夏   |    90 |    51.6 |  129.1 |  13.7 |  34.1 | 0.81 |  91.3 | 良      |    8 | 8月     |
|  597 | 2025-08-21 | 宁夏   |    73 |    43.3 |   95.9 |  12.7 |  38.9 | 0.71 |  83.7 | 良      |    8 | 8月     |
|  598 | 2025-08-22 | 宁夏   |    74 |    21.2 |   98.3 |  14.9 |  44.9 | 0.74 |  91.9 | 良      |    8 | 8月     |
|  599 | 2025-08-23 | 宁夏   |    74 |    22.5 |   98.3 |  13.4 |  39.2 | 1.4  | 109.2 | 良      |    8 | 8月     |
|  600 | 2025-08-24 | 宁夏   |    97 |    25.2 |  143.1 |   8.9 |  32.2 | 1.08 | 135.9 | 良      |    8 | 8月     |
|  601 | 2025-08-25 | 宁夏   |    71 |    38.2 |   93   |  14.3 |  40.5 | 0.42 | 114.8 | 良      |    8 | 8月     |
|  602 | 2025-08-26 | 宁夏   |    74 |    39.9 |   97.1 |   8.3 |  32.1 | 0.88 |  59.1 | 良      |    8 | 8月     |
|  603 | 2025-08-27 | 宁夏   |    66 |    26.8 |   81.2 |  11   |  38.8 | 0.93 |  70.9 | 良      |    8 | 8月     |
|  604 | 2025-08-28 | 宁夏   |    77 |    57   |   90.2 |  12.6 |  28.3 | 0.65 |  72.6 | 良      |    8 | 8月     |
|  605 | 2025-08-29 | 宁夏   |    64 |    29.6 |   77.6 |  12.4 |  37.4 | 1.06 |  64   | 良      |    8 | 8月     |
|  606 | 2025-08-30 | 宁夏   |    66 |    28.5 |   82.3 |   8.8 |  45.6 | 0.55 |  91.4 | 良      |    8 | 8月     |
|  607 | 2025-08-31 | 宁夏   |    64 |    46.1 |   62.5 |  17.9 |  35.4 | 1.18 |  82.1 | 良      |    8 | 8月     |
|  608 | 2025-09-01 | 宁夏   |    83 |    56.9 |  116.5 |  18.8 |  45.3 | 1.25 |  71.6 | 良      |    9 | 9月     |
|  609 | 2025-09-02 | 宁夏   |    94 |    70   |  102.3 |  20.7 |  59.4 | 1.43 |  68.4 | 良      |    9 | 9月     |
|  610 | 2025-09-03 | 宁夏   |    77 |    52.4 |  104.1 |  17.4 |  37.7 | 0.65 | 120.4 | 良      |    9 | 9月     |
|  611 | 2025-09-04 | 宁夏   |    87 |    64.5 |   98.5 |  12.8 |  42.3 | 0.69 |  71.6 | 良      |    9 | 9月     |
|  612 | 2025-09-05 | 宁夏   |    76 |    31.1 |  101.2 |  12.8 |  41.5 | 1.11 |  75.3 | 良      |    9 | 9月     |
|  613 | 2025-09-06 | 宁夏   |    96 |    71.7 |  132.3 |  12.7 |  39.9 | 1.21 |  96.2 | 良      |    9 | 9月     |
|  614 | 2025-09-07 | 宁夏   |    67 |    23.5 |   84.8 |  20.1 |  43.9 | 1.14 |  74.5 | 良      |    9 | 9月     |
|  615 | 2025-09-08 | 宁夏   |    78 |    39.9 |  105.9 |  13.8 |  36.8 | 1.19 |  61.2 | 良      |    9 | 9月     |
|  616 | 2025-09-09 | 宁夏   |    78 |    52.8 |  106   |  18   |  34   | 1.26 |  77.1 | 良      |    9 | 9月     |
|  617 | 2025-09-10 | 宁夏   |    87 |    26.9 |  123.5 |  17.8 |  28.1 | 1.02 | 117.6 | 良      |    9 | 9月     |
|  618 | 2025-09-11 | 宁夏   |    80 |    35.1 |  109.6 |  14.9 |  36.5 | 0.94 |  72.4 | 良      |    9 | 9月     |
|  619 | 2025-09-12 | 宁夏   |    80 |    33.3 |  110.8 |  10   |  45.3 | 0.72 |  64.3 | 良      |    9 | 9月     |
|  620 | 2025-09-13 | 宁夏   |    63 |    42.7 |   76   |  14.1 |  32.6 | 0.93 |  88   | 良      |    9 | 9月     |
|  621 | 2025-09-14 | 宁夏   |    86 |    63.6 |   85.2 |  14.9 |  41   | 0.96 |  74.6 | 良      |    9 | 9月     |
|  622 | 2025-09-15 | 宁夏   |    74 |    46.8 |   78.2 |  18.3 |  38.5 | 0.81 | 129.1 | 良      |    9 | 9月     |
|  623 | 2025-09-16 | 宁夏   |    58 |    41.2 |   52.2 |  14.5 |  35.1 | 0.99 |  65.3 | 良      |    9 | 9月     |
|  624 | 2025-09-17 | 宁夏   |    80 |    12.2 |  109.8 |  10.9 |  26.6 | 0.79 | 110.4 | 良      |    9 | 9月     |
|  625 | 2025-09-18 | 宁夏   |    73 |    52.5 |   96.8 |  17.5 |  49.2 | 1.22 |  99.9 | 良      |    9 | 9月     |
|  626 | 2025-09-19 | 宁夏   |    80 |    56.4 |  110.1 |  13.9 |  43.4 | 1.09 |  71.8 | 良      |    9 | 9月     |
|  627 | 2025-09-20 | 宁夏   |    76 |    26.6 |  103   |   7   |  58.5 | 0.91 |  78.3 | 良      |    9 | 9月     |
|  628 | 2025-09-21 | 宁夏   |    79 |    46.3 |  107.2 |  15.6 |  47.5 | 1.05 |  59.6 | 良      |    9 | 9月     |
|  629 | 2025-09-22 | 宁夏   |    90 |    49.5 |  129.3 |  16.2 |  49.4 | 0.79 |  68.2 | 良      |    9 | 9月     |
|  630 | 2025-09-23 | 宁夏   |    80 |    58.8 |  102.8 |  12.2 |  27.8 | 0.81 |  70.7 | 良      |    9 | 9月     |
|  631 | 2025-09-24 | 宁夏   |    83 |    38.6 |  116.1 |  14.1 |  27.8 | 0.89 |  80.3 | 良      |    9 | 9月     |
|  632 | 2025-09-25 | 宁夏   |    73 |    36.9 |   96.8 |  16.7 |  40.5 | 0.98 |  51.8 | 良      |    9 | 9月     |
|  633 | 2025-09-26 | 宁夏   |    85 |    41.9 |  119.5 |  15.8 |  32.3 | 1.04 |  82.6 | 良      |    9 | 9月     |
|  634 | 2025-09-27 | 宁夏   |    85 |    62.9 |   78.3 |  10.1 |  35.6 | 1.05 |  74.2 | 良      |    9 | 9月     |
|  635 | 2025-09-28 | 宁夏   |    81 |    60.1 |   66.4 |  18.6 |  58.1 | 0.75 |  83.8 | 良      |    9 | 9月     |
|  636 | 2025-09-29 | 宁夏   |    98 |    47.3 |  145.4 |  20   |  48.8 | 1    |  86.3 | 良      |    9 | 9月     |
|  637 | 2025-09-30 | 宁夏   |    95 |    59.9 |  140.1 |  13.3 |  34   | 0.86 |  72.2 | 良      |    9 | 9月     |
|  638 | 2025-10-01 | 宁夏   |    57 |    19.3 |   64.5 |   9.1 |  24.1 | 0.34 |  54.9 | 良      |   10 | 10月    |
|  639 | 2025-10-02 | 宁夏   |    78 |    57.2 |  102.8 |  17.2 |  33.5 | 1.64 |  44.4 | 良      |   10 | 10月    |
|  640 | 2025-10-03 | 宁夏   |    78 |    34.3 |  106.6 |  12.9 |  36.8 | 0.86 |  59.2 | 良      |   10 | 10月    |
|  641 | 2025-10-04 | 宁夏   |    93 |    69   |  118.1 |  16.5 |  38.5 | 0.88 |  51.4 | 良      |   10 | 10月    |
|  642 | 2025-10-05 | 宁夏   |    94 |    35.1 |  138.5 |  21.5 |  31.8 | 0.76 |  48.9 | 良      |   10 | 10月    |
|  643 | 2025-10-06 | 宁夏   |    66 |    37.6 |   82.5 |  10.3 |  48.7 | 0.81 |  43.6 | 良      |   10 | 10月    |
|  644 | 2025-10-07 | 宁夏   |    75 |    54.6 |   83.6 |  12.6 |  35.9 | 0.99 |  68.7 | 良      |   10 | 10月    |
|  645 | 2025-10-08 | 宁夏   |    77 |    55.8 |  103.8 |  14.4 |  45.4 | 1.3  |  52.6 | 良      |   10 | 10月    |
|  646 | 2025-10-09 | 宁夏   |    67 |    42.6 |   84.6 |  18.8 |  41.3 | 0.99 |  21.4 | 良      |   10 | 10月    |
|  647 | 2025-10-10 | 宁夏   |    72 |    52.4 |   49.6 |  25.6 |  47.5 | 0.96 |  36.7 | 良      |   10 | 10月    |
|  648 | 2025-10-11 | 宁夏   |    75 |    53.9 |   99.4 |  15.7 |  39.3 | 1.27 |  41   | 良      |   10 | 10月    |
|  649 | 2025-10-12 | 宁夏   |    86 |    52.7 |  121.1 |  10.1 |  34.5 | 0.92 |  45.1 | 良      |   10 | 10月    |
|  650 | 2025-10-13 | 宁夏   |    77 |    43.1 |  103.6 |  14   |  36.8 | 1.03 |  48.2 | 良      |   10 | 10月    |
|  651 | 2025-10-14 | 宁夏   |    83 |    54.1 |  116.5 |  12.7 |  36.9 | 0.85 |  28   | 良      |   10 | 10月    |
|  652 | 2025-10-15 | 宁夏   |    87 |    64.9 |  113.6 |  17.2 |  55.5 | 1.37 |  43.8 | 良      |   10 | 10月    |
|  653 | 2025-10-16 | 宁夏   |    67 |    33.3 |   83.5 |  16.1 |  41.5 | 1.24 |  39.3 | 良      |   10 | 10月    |
|  654 | 2025-10-17 | 宁夏   |    78 |    37.9 |  105.4 |  11.9 |  41   | 1    |  64.5 | 良      |   10 | 10月    |
|  655 | 2025-10-18 | 宁夏   |    67 |    48.3 |   73.5 |  12.5 |  47.2 | 0.95 |  27.1 | 良      |   10 | 10月    |
|  656 | 2025-10-19 | 宁夏   |    72 |    35.3 |   93.7 |  13.9 |  41   | 1.02 |  44.7 | 良      |   10 | 10月    |
|  657 | 2025-10-20 | 宁夏   |    77 |    26.3 |  105   |  14.3 |  48.8 | 1    |  32.8 | 良      |   10 | 10月    |
|  658 | 2025-10-21 | 宁夏   |    83 |    61.1 |  103.9 |  14.9 |  38.3 | 0.72 |  78.7 | 良      |   10 | 10月    |
|  659 | 2025-10-22 | 宁夏   |    64 |    21.2 |   78.1 |  15.1 |  37.6 | 1.25 |  67.8 | 良      |   10 | 10月    |
|  660 | 2025-10-23 | 宁夏   |    66 |    43.1 |   82.1 |  18.7 |  34   | 0.98 |  15.7 | 良      |   10 | 10月    |
|  661 | 2025-10-24 | 宁夏   |    80 |    57   |  109.6 |  13.8 |  53.8 | 1.41 |  31   | 良      |   10 | 10月    |
|  662 | 2025-10-25 | 宁夏   |    85 |    51.1 |  120.3 |  13.3 |  40.4 | 1.11 |  61.1 | 良      |   10 | 10月    |
|  663 | 2025-10-26 | 宁夏   |    75 |    43.2 |   99.6 |  10.9 |  32.6 | 0.52 |  53.8 | 良      |   10 | 10月    |
|  664 | 2025-10-27 | 宁夏   |    74 |    34.6 |   98.5 |  14.3 |  42.2 | 0.77 |  53.3 | 良      |   10 | 10月    |
|  665 | 2025-10-28 | 宁夏   |    86 |    51.9 |  122.2 |  15.7 |  36.2 | 0.6  |  49.2 | 良      |   10 | 10月    |
|  666 | 2025-10-29 | 宁夏   |    69 |    35.9 |   88.1 |   9.7 |  38   | 0.76 |  63   | 良      |   10 | 10月    |
|  667 | 2025-10-30 | 宁夏   |    94 |    50.9 |  138   |  13.9 |  42.8 | 0.7  |  60.1 | 良      |   10 | 10月    |
|  668 | 2025-10-31 | 宁夏   |    68 |    49.3 |   76.5 |  18.3 |  51.2 | 1.07 |  41   | 良      |   10 | 10月    |
|  669 | 2025-11-01 | 宁夏   |    96 |    63.5 |  142.3 |  22.8 |  41.2 | 0.96 |  24.8 | 良      |   11 | 11月    |
|  670 | 2025-11-02 | 宁夏   |    91 |    56.7 |  132   |  21.9 |  35.5 | 1.17 |  16.1 | 良      |   11 | 11月    |
|  671 | 2025-11-03 | 宁夏   |   114 |    86.1 |  169.3 |  22.7 |  36.9 | 1.01 |  44.8 | 轻度污染   |   11 | 11月    |
|  672 | 2025-11-04 | 宁夏   |    95 |    71.4 |   98.6 |  19.1 |  44.9 | 0.97 |  15   | 良      |   11 | 11月    |
|  673 | 2025-11-05 | 宁夏   |    81 |    60   |   74.2 |  18.6 |  26.6 | 1.42 |  51.6 | 良      |   11 | 11月    |
|  674 | 2025-11-06 | 宁夏   |    98 |    68.6 |  145.8 |  24.6 |  32.9 | 1.06 |  41.8 | 良      |   11 | 11月    |
|  675 | 2025-11-07 | 宁夏   |    71 |    49.1 |   91.3 |  23.2 |  41.6 | 1    |  82.5 | 良      |   11 | 11月    |
|  676 | 2025-11-08 | 宁夏   |   179 |   135.2 |  181.8 |  18.4 |  28.1 | 0.84 |  53.9 | 中度污染   |   11 | 11月    |
|  677 | 2025-11-09 | 宁夏   |   118 |    89.2 |  144.1 |  15   |  37.8 | 0.77 |  47.5 | 轻度污染   |   11 | 11月    |
|  678 | 2025-11-10 | 宁夏   |    89 |    53.6 |  127.9 |  18.5 |  36.5 | 1.16 |  19.2 | 良      |   11 | 11月    |
|  679 | 2025-11-11 | 宁夏   |    87 |    64.7 |  124.8 |  22.2 |  45.9 | 1.15 |  25.8 | 良      |   11 | 11月    |
|  680 | 2025-11-12 | 宁夏   |    89 |    52.2 |  128.1 |  18.6 |  38   | 1.32 |  61   | 良      |   11 | 11月    |
|  681 | 2025-11-13 | 宁夏   |    93 |    45.1 |  136.7 |  21.5 |  47.9 | 1.1  |  43.4 | 良      |   11 | 11月    |
|  682 | 2025-11-14 | 宁夏   |    94 |    70.3 |  131.5 |  24.8 |  40.1 | 0.92 |  95   | 良      |   11 | 11月    |
|  683 | 2025-11-15 | 宁夏   |    80 |    59.2 |   95.3 |  20.2 |  51.8 | 1.1  |  48.1 | 良      |   11 | 11月    |
|  684 | 2025-11-16 | 宁夏   |   147 |   112.2 |  212.8 |  21.1 |  29.6 | 0.98 |  53   | 轻度污染   |   11 | 11月    |
|  685 | 2025-11-17 | 宁夏   |    96 |    71.7 |  120.3 |  22.5 |  50.5 | 1.17 |  26.6 | 良      |   11 | 11月    |
|  686 | 2025-11-18 | 宁夏   |   101 |    75.5 |  129.5 |  17.1 |  36.2 | 1.26 |  67.6 | 轻度污染   |   11 | 11月    |
|  687 | 2025-11-19 | 宁夏   |    92 |    46.5 |  133.2 |  18   |  49.3 | 0.95 |  34.2 | 良      |   11 | 11月    |
|  688 | 2025-11-20 | 宁夏   |   127 |    96.7 |  193.3 |  22.5 |  47.2 | 1.34 |  60.7 | 轻度污染   |   11 | 11月    |
|  689 | 2025-11-21 | 宁夏   |    95 |    69.7 |  139.6 |  20.4 |  18.8 | 1.22 |  66.2 | 良      |   11 | 11月    |
|  690 | 2025-11-22 | 宁夏   |    86 |    53.2 |  121.1 |  20.6 |  42   | 0.98 |  53.7 | 良      |   11 | 11月    |
|  691 | 2025-11-23 | 宁夏   |    85 |    56.2 |  119.6 |  20.3 |  45.5 | 1.11 |  83.9 | 良      |   11 | 11月    |
|  692 | 2025-11-24 | 宁夏   |   105 |    79.3 |  154.3 |  23.1 |  47.7 | 1.04 |  41.7 | 轻度污染   |   11 | 11月    |
|  693 | 2025-11-25 | 宁夏   |    95 |    69.8 |  139.9 |  21.4 |  30   | 0.98 |  83.2 | 良      |   11 | 11月    |
|  694 | 2025-11-26 | 宁夏   |    97 |    72.9 |   95.4 |  21.4 |  42.2 | 1.35 |  30.6 | 良      |   11 | 11月    |
|  695 | 2025-11-27 | 宁夏   |   108 |    81   |  130.3 |  23.7 |  39.3 | 1.07 |  68.2 | 轻度污染   |   11 | 11月    |
|  696 | 2025-11-28 | 宁夏   |    84 |    62.6 |   99.5 |  24.8 |  40.8 | 0.8  |  51.7 | 良      |   11 | 11月    |
|  697 | 2025-11-29 | 宁夏   |   102 |    60.9 |  154   |  26.6 |  44.7 | 0.76 |  41.9 | 轻度污染   |   11 | 11月    |
|  698 | 2025-11-30 | 宁夏   |    91 |    68.1 |  124.2 |  18.1 |  45.6 | 0.76 |  25.2 | 良      |   11 | 11月    |
|  699 | 2025-12-01 | 宁夏   |    79 |    52   |  108.3 |  27.2 |  32.8 | 1.05 |  50.8 | 良      |   12 | 12月    |
|  700 | 2025-12-02 | 宁夏   |    87 |    52.2 |  124.9 |  16.5 |  39.1 | 0.88 |  50.1 | 良      |   12 | 12月    |
|  701 | 2025-12-03 | 宁夏   |    83 |    48.9 |  116.3 |  25.5 |  37.4 | 1.02 |  59.5 | 良      |   12 | 12月    |
|  702 | 2025-12-04 | 宁夏   |    81 |    52.8 |  112.7 |  17.7 |  35.3 | 1.13 |  69.9 | 良      |   12 | 12月    |
|  703 | 2025-12-05 | 宁夏   |    71 |    51.9 |   79.5 |  19.4 |  35.8 | 1.35 |  42.7 | 良      |   12 | 12月    |
|  704 | 2025-12-06 | 宁夏   |    72 |    46.8 |   95   |  19.6 |  38   | 0.88 |  89.4 | 良      |   12 | 12月    |
|  705 | 2025-12-07 | 宁夏   |    92 |    68.5 |  112.4 |  16.9 |  32.3 | 0.65 |  48.5 | 良      |   12 | 12月    |
|  706 | 2025-12-08 | 宁夏   |   164 |   124.5 |  119.4 |  19.7 |  42.5 | 1.29 |  69.5 | 中度污染   |   12 | 12月    |
|  707 | 2025-12-09 | 宁夏   |    85 |    63.2 |  103   |  16.9 |  45   | 0.64 |  60.8 | 良      |   12 | 12月    |
|  708 | 2025-12-10 | 宁夏   |   122 |    93   |  128.6 |  15.6 |  30.2 | 0.63 |  56.1 | 轻度污染   |   12 | 12月    |
|  709 | 2025-12-11 | 宁夏   |    74 |    49.8 |   98.6 |  19.2 |  45   | 1.27 |  60.9 | 良      |   12 | 12月    |
|  710 | 2025-12-12 | 宁夏   |    90 |    63.1 |  129.4 |  24   |  29.9 | 1.13 |  43.7 | 良      |   12 | 12月    |
|  711 | 2025-12-13 | 宁夏   |    82 |    60.7 |   96.1 |  18.4 |  41.7 | 1.01 |  54.2 | 良      |   12 | 12月    |
|  712 | 2025-12-14 | 宁夏   |    91 |    68   |  115.2 |  21.9 |  44.5 | 0.9  |  37.6 | 良      |   12 | 12月    |
|  713 | 2025-12-15 | 宁夏   |   100 |    75.1 |  106.1 |  16.5 |  34.4 | 0.86 |  52.3 | 良      |   12 | 12月    |
|  714 | 2025-12-16 | 宁夏   |    80 |    47.2 |  110.5 |  15.1 |  29.3 | 0.77 |  54.3 | 良      |   12 | 12月    |
|  715 | 2025-12-17 | 宁夏   |    97 |    64   |  144.7 |  20.3 |  30.6 | 0.84 |  78.5 | 良      |   12 | 12月    |
|  716 | 2025-12-18 | 宁夏   |    83 |    40.9 |  115.9 |  24.1 |  37.1 | 0.89 |  57.8 | 良      |   12 | 12月    |
|  717 | 2025-12-19 | 宁夏   |   106 |    79.6 |  119.5 |  19.4 |  48.1 | 0.62 |  56.2 | 轻度污染   |   12 | 12月    |
|  718 | 2025-12-20 | 宁夏   |    73 |    47.9 |   96.5 |  21.2 |  22.3 | 0.72 |  68.8 | 良      |   12 | 12月    |
|  719 | 2025-12-21 | 宁夏   |   202 |   152   |  161.7 |  23.2 |  34.7 | 0.46 |  68.7 | 重度污染   |   12 | 12月    |
|  720 | 2025-12-22 | 宁夏   |    86 |    46   |  122.9 |  18.5 |  33.2 | 0.9  |  55.3 | 良      |   12 | 12月    |
|  721 | 2025-12-23 | 宁夏   |    85 |    57.9 |  120.7 |  18.1 |  30.4 | 0.89 |  73.6 | 良      |   12 | 12月    |
|  722 | 2025-12-24 | 宁夏   |    98 |    73.8 |   86.5 |  19.9 |  32.9 | 1.23 |  63.8 | 良      |   12 | 12月    |
|  723 | 2025-12-25 | 宁夏   |   150 |   114.7 |  158.4 |  20.4 |  29.4 | 0.94 |  57   | 轻度污染   |   12 | 12月    |
|  724 | 2025-12-26 | 宁夏   |   108 |    81.8 |  138.7 |  14.2 |  41.8 | 0.75 |  59.3 | 轻度污染   |   12 | 12月    |
|  725 | 2025-12-27 | 宁夏   |    73 |    53.1 |   96   |  19.2 |  42.3 | 0.82 |  85.8 | 良      |   12 | 12月    |
|  726 | 2025-12-28 | 宁夏   |    95 |    63.4 |  140.9 |  18.2 |  33.3 | 0.95 |  61   | 良      |   12 | 12月    |
|  727 | 2025-12-29 | 宁夏   |    83 |    61.6 |   98.3 |  15.8 |  31.5 | 0.9  |  74.6 | 良      |   12 | 12月    |
|  728 | 2025-12-30 | 宁夏   |    89 |    66.1 |  111.9 |  17.9 |  28.8 | 0.96 |  47.4 | 良      |   12 | 12月    |
|  729 | 2025-12-31 | 宁夏   |    77 |    35.1 |  104.9 |  14.5 |  32.7 | 0.92 |  91.1 | 良      |   12 | 12月    |
|  730 | 2025-01-01 | 甘肃   |    88 |    57.3 |  125.4 |  24.9 |  48.5 | 0.77 |  79.9 | 良      |    1 | 1月     |
|  731 | 2025-01-02 | 甘肃   |   181 |   136.7 |  116.6 |  20   |  41.5 | 0.89 |  86.8 | 中度污染   |    1 | 1月     |
|  732 | 2025-01-03 | 甘肃   |   101 |    65   |  152.6 |  20.3 |  22.6 | 1.01 |  88   | 轻度污染   |    1 | 1月     |
|  733 | 2025-01-04 | 甘肃   |    92 |    67.3 |  134.4 |  13.9 |  52   | 1.16 |  71.7 | 良      |    1 | 1月     |
|  734 | 2025-01-05 | 甘肃   |    76 |    44.2 |  102.3 |  19.4 |  53.8 | 1.21 |  65.7 | 良      |    1 | 1月     |
|  735 | 2025-01-06 | 甘肃   |    71 |    43.3 |   92.1 |  23.1 |  33.6 | 0.77 |  69.2 | 良      |    1 | 1月     |
|  736 | 2025-01-07 | 甘肃   |    83 |    39.9 |  116.7 |  21.2 |  28.2 | 0.86 | 106.2 | 良      |    1 | 1月     |
|  737 | 2025-01-08 | 甘肃   |   100 |    74.8 |  112.4 |  13   |  46.2 | 1.76 |  81.5 | 良      |    1 | 1月     |
|  738 | 2025-01-09 | 甘肃   |    84 |    50.1 |  118.9 |  18.1 |  31.8 | 0.9  | 102   | 良      |    1 | 1月     |
|  739 | 2025-01-10 | 甘肃   |    78 |    57.7 |   91   |  24.5 |  35.2 | 0.77 |  77.6 | 良      |    1 | 1月     |
|  740 | 2025-01-11 | 甘肃   |    90 |    54.8 |  129.4 |  18.8 |  42.3 | 0.79 |  66   | 良      |    1 | 1月     |
|  741 | 2025-01-12 | 甘肃   |   139 |   106.2 |  140.7 |  20.2 |  32.5 | 0.88 |  54.2 | 轻度污染   |    1 | 1月     |
|  742 | 2025-01-13 | 甘肃   |   152 |   116.3 |  141.1 |  24   |  31.7 | 0.85 |  92.5 | 中度污染   |    1 | 1月     |
|  743 | 2025-01-14 | 甘肃   |    81 |    59.5 |   90.6 |  18.6 |  24.3 | 0.88 | 111.9 | 良      |    1 | 1月     |
|  744 | 2025-01-15 | 甘肃   |   105 |    54.7 |  159.2 |  21.4 |  28.6 | 0.92 |  66.1 | 轻度污染   |    1 | 1月     |
|  745 | 2025-01-16 | 甘肃   |    85 |    40.6 |  119.8 |  20.2 |  31   | 0.91 |  91.8 | 良      |    1 | 1月     |
|  746 | 2025-01-17 | 甘肃   |   107 |    38.1 |  163.3 |  20.7 |  23.9 | 0.72 |  58.4 | 轻度污染   |    1 | 1月     |
|  747 | 2025-01-18 | 甘肃   |    86 |    51.8 |  121.8 |  19.9 |  24.3 | 0.98 |  73.8 | 良      |    1 | 1月     |
|  748 | 2025-01-19 | 甘肃   |    72 |    42.2 |   93.7 |  17.1 |  32.4 | 0.93 |  89.2 | 良      |    1 | 1月     |
|  749 | 2025-01-20 | 甘肃   |    86 |    43.8 |  121.2 |  17.3 |  19   | 1    |  53.9 | 良      |    1 | 1月     |
|  750 | 2025-01-21 | 甘肃   |    86 |    51.6 |  122.4 |  16   |  25.6 | 0.55 |  85.3 | 良      |    1 | 1月     |
|  751 | 2025-01-22 | 甘肃   |    81 |    48.2 |  111.5 |  13.6 |  45.2 | 0.92 |  71.1 | 良      |    1 | 1月     |
